cast,director,genre,opening_date,opening_year,title
"Sunny Deol, Akshay Kumar, Sunil Shetty, Sonu Nigam, Arshad Warsi, Aftab Shivdasani, Manisha Koirala, Rambha, Aman Verma",Rajkumar Kohli,fantasy,nan,2002,Jaani Dushman: Ek Anokhi Kahani
,Anand Patwardhan,documentary,nan,2002,Jang Aur Aman
"Tusshar Kapoor, Kareena Kapoor, Mallika Sherawat",Satish Kaushik,romance,nan,2002,Jeena Sirf Merre Liye
"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Kumar Gaurav, Mahesh Manjrekar, Lucky Ali, Malaika Arora, Rati Agnihotri",Sanjay Gupta,"action, thriller",nan,2002,Kaante
"Mamta Kulkarni, Anjan Srivastav, Vijayendra Ghatge",,"comedy, drama",nan,2002,Kabhie Tum Kabhie Hum
"Sunny Deol, Sunil Shetty, Shilpa Shetty",Harry Baweja,"action, thriller",nan,2002,Karz: The Burden of Truth
"Jimmy Shergill, Kim Sharma, Paresh Rawal",Rahul Dholakia,romance,nan,2002,Kehtaa Hai Dil Baar Baar
"Fardeen Khan, Amrita Arora, Sonali Kulkarni",Mehul Kumar,"romance, drama, comedy",nan,2002,Kitne Door Kitne Paas
"Jaya Bachchan, Esha Deol, Aftab Shivdasani, Sanjay Kapoor, Anupam Kher",Boney Kapoor,"drama, romance, social",nan,2002,Koi Mere Dil Se Poochhe
"Bobby Deol, Amisha Patel, Om Puri, Vinod Khanna",Naresh Malhotra,"action, drama",nan,2002,Kranti
"Fardeen Khan, Richa Pallod",K. Ravi Shankar,romance,nan,2002,Kuch Tum Kaho Kuch Hum Kahein
"Amisha Patel, Aftab Shivdasani, Sarfaraz Khan, Ashish Vidyarthi, Jackie Shroff",K. Murali Mohan Rao,romance,nan,2002,Kya Yehi Pyaar Hai
"Tusshar Kapoor, Esha Deol",Sanjay Chhel,romance,nan,2002,Kyaa Dil Ne Kahaa
"Nandita Das, Sharad Kapoor, Makrand Deshpande, Vijay Raaz",Gaganvihari Borate,,nan,2002,Lal Salaam
"Sunny Deol, Tabu, Arbaaz Khan, Inder Kumar",Tinu Verma,drama,nan,2002,Maa Tujhhe Salaam
"Sohail Khan, Sameera Reddy, Eijaz Khan, Sanjay Dutt, Kabir Bedi, Dalip Tahil",Sohail Khan,"action, romance",nan,2002,Maine Dil Tujhko Diya
"Shabana Azmi, Makarand Deshpande",Vishal Bhardwaj,"comedy, horror",nan,2002,Makdee
"Sunil Shetty, Namrata Shirodkar",Partho Ghosh,action,nan,2002,Maseeha
"Uday Chopra, Bipasha Basu, Tulip Joshi, Jimmy Shergill, Nitesh Pandey, Tannaz Irani",Sanjay Gadhvi,romance,nan,2002,Mere Yaar Ki Shaadi Hai
"Shobhana, Matt Phillips",Revathi,drama,nan,2002,"Mitr, My Friend"
"Sanjay Dutt, Shamita Shetty, Chandrachur Singh",Rishi Talwar,,nan,2002,Mohabbat Ho Gayi Hai Tumse
"Hrithik Roshan, Rani Mukerji, Kareena Kapoor",Kunal Kohli,"romance, drama, comedy, musical",nan,2002,Mujhse Dosti Karoge!
"Vinay Anand, Arun Bakshi, Rita Bhaduri, Milind Gunaji",K. Ravi Shankar,,nan,2002,Mulaqaat
"Saif Ali Khan, Hrithik Roshan, Esha Deol, Ashima Bhalla",Arjun Sablok,"romance, drama",nan,2002,Na Tum Jaano Na Hum
,Shaji N. Karun,drama,nan,2002,Nishad
"Waheeda Rehman, Parmeet Sethi, Anil Kapoor, Fardeen Khan, Abhishek Bachchan, Mahima Chaudhry, Urmila Matondkar, Lillete Dubey, Tara Sharma",Anupam Kher,"family, drama, social",nan,2002,Om Jai Jagadish
"Sanjay Dutt, Nandita Das, Jackie Shroff, Om Puri",Mahesh Manjrekar,"action, drama",nan,2002,Pitaah
"Govinda, Rani Mukerji, Deepak Tijori, Apurva Agnihotri",Kirti Kumar,romance,nan,2002,Pyaar Diwana Hota Hai
,Samarjit Dasgupta,"romance, drama",nan,2002,Pyar Ki Dhun
"Yukta Mookhey, Aftab Shivdasani",A. Muthu,"action, crime",nan,2002,Pyaasa
"Bipasha Basu, Dino Morea, Ashutosh Rana, Malini Sharma",Vikram Bhatt,"horror, thriller, romance, musical",nan,2002,Raaz
"Anil Kapoor, Karisma Kapoor, Shilpa Shetty",Indra Kumar,"drama, family",nan,2002,Rishtey
"Vivek Oberoi, Antara Mali, Manoj Bajpai",Rajat Mukherjee,thriller,nan,2002,Road
"Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu, Kunal Kumar, Sharat Saxena",Shaad Ali,"drama, romance, social, musical",nan,2002,Saathiya
"Sonu Sood, Raz Zutshi, Dev Gill",Sukumar Nair,"historical, drama",nan,2002,Shaheed-E-Azam
"Karisma Kapoor, Nana Patekar, Sanjay Kapoor, Shahrukh Khan",Boney Kapoor,drama,nan,2002,Shakti - The Power
"Abhishek Bachchan, Hrishita Bhatt, Mohnish Bahl, Amrish Puri",Gurudev Bhalla,"comedy, drama",nan,2002,Shararat
"Sanjay Kapoor, Arbaaz Khan, Raveena Tandon",Sushen Bhatnagar,"thriller, mystery",nan,2002,Soch
"Lucky Ali, Gauri Karnik",Tanuja Chandra,musical,nan,2002,Sur: The Melody of Life
"Ajay Devgn, Amrita Rao, Sushant Singh",Rajkumar Santoshi,"historical, drama",nan,2002,The Legend of Bhagat Singh
"Salman Khan, Dia Mirza, Sushmita Sen, Inder Kumar, Arbaaz Khan",Pankaj Parashar,drama,nan,2002,Tumko Na Bhool Paayenge
"Nakul Kapoor, Rati Agnihotri, Kim Sharma, Aarti Chabria, Ali Asgar",Deepak Anand,"romance, drama",nan,2002,Tum Se Achcha Kaun Hai
"Govinda, Raveena Tandon, Preeti Jhangiani",Manoj Agrawal,comedy,nan,2002,Waah! Tera Kya Kehna
"Karan Nath, Jividha Sharma",Kuku Kohli,"romance, action",nan,2002,Yeh Dil Aashiqanaa
"Rishi Kapoor, Salman Khan, Amisha Patel, Rinke Khanna, Rati Agnihotri, Sanjay Dutt, Anupam Kher",David Dhawan,comedy,nan,2002,Yeh Hai Jalwa
"Deepak Tijori, Viveka Babajee, Krishna Abhishek, Mukesh Rishi",Dinkar Kapur,"romance, drama",nan,2002,Yeh Kaisi Mohabbat
"Prashant Chianani, Aamir Ali, Vaibhav Jhalani, Yash Pandit, Payal Rohatgi",Hansal Mehta,"comedy, romance",nan,2002,Yeh Kya Ho Raha Hai?
"Rahul Bhatt, Johnny Lever",Umesh Mehra,action,nan,2002,Yeh Mohabbat Hai
"Gurdas Maan, Tabu, Divya Dutta, Rajat Kapoor",Manoj Punj,,nan,2002,Zindagi Khoobsoorat Hai
"Kamal Haasan, Manisha Koirala, Raveena Tandon",Suresh Krissna,thriller,nan,2001,Abhay
"Sunil Shetty, Sushmita Sen, Namrata Shirodkar",Yogesh Ishwar,thriller,nan,2000,Aaghaaz
"Vijayendra Ghatge, Kajal Kiran",Narendra Bedi,action,nan,1997,Aakhri Sanghursh
"Mithun Chakraborty, Jackie Shroff, Sneha",T. L. V. Prasad,action,nan,1999,Aaag Hi Aag
"Govinda, Juhi Chawla, Johnny Lever, Tabu, Isha Koppikar",K. Raghavendra Rao,family drama,nan,2001,Aamdani Atthanni Kharcha Rupaiya
"Bobby Deol, Karisma Kapoor, Anupam Kher, Johnny Lever, Rahul Dev",Indra Kumar,action comedy,nan,2001,Aashiq
"Bobby Deol, Akshay Kumar, Kareena Kapoor, Bipasha Basu, Johnny Lever",Abbas Mustan,"thriller, suspense, crime",nan,2001,Ajnabee
"Amitabh Bachchan, Raveena Tandon, Manoj Bajpai, Nandita Das",Rakeysh Omprakash Mehra,"thriller, horror",nan,2001,Aks
"Govinda, Aishwarya Rai, Namrata Shirodkar, Jackie Shroff",Deepak Sareen,romance,nan,2001,Albela
"Shah Rukh Khan, Ajith Kumar, Kareena Kapoor, Hrishita Bhatt",Santosh Sivan,history,nan,2001,Aśoka
"Abhishek Bachchan, Rani Mukerji, Sushmita Sen, Jackie Shroff",Goldie Behl,"drama, romance, social",nan,2001,Bas Itna Sa Khwaab Hai
"Aryan Vaid, Pramod Moutho, Tanveer Zaidi",Ram Lakhan,action,nan,2001,Be-Lagaam[3]
"Mithun Chakraborty, Shakti Kapoor",Adarsh Jain,action,nan,2001,Bengal Tiger
Mithun Chakraborty,T. L. V. Prasad,,nan,2001,Bhairav
,Dev Anand,drama,nan,2001,Censor
"Tabu, Atul Kulkarni",Madhur Bhandarkar,drama,nan,2001,Chandni Bar
"Sanjay Kapoor, Mamta Kulkarni, Manisha Koirala",Aziz Sejawal,thriller,nan,2001,Chhupa Rustam: A Musical Thriller
"Salman Khan, Rani Mukerji, Preity Zinta",Abbas Mustan,"drama, romance, musical, social",nan,2001,Chori Chori Chupke Chupke
"Raveena Tandon, Raima Sen, Sanjay Suri, Sayaji Shinde",Kalpana Lajmi,drama,nan,2001,Daman
"Rajit Kapoor, Anjan Srivastav, A. K. Hangal, Kruttika Desai",Gul Bahar Singh,drama,nan,2001,Dattak
"Arjun Rampal, Diya Mirza, Vikas Sethi, Om Puri",Ashu Trikha,"drama, romance",nan,2001,Deewaanapan
"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta, Sonali Kulkarni, Dimple Kapadia",Farhan Akhtar,"drama, comedy, romance, musical",nan,2001,Dil Chahta Hai
"Govinda, Tabu, Pooja Batra",C. L. Rawal,romance,nan,2001,Dil Ne Phir Yaad Kiya
"Sunil Shetty, Neha",Mahesh Manjrekar,drama,nan,2001,Ehsaas: The Feeling
"Sharat Saxena, Mohnish Bahl, Simone Singh, Amitabh Bachchan, Raakhee Gulzar, Akshay Kumar, Karisma Kapoor, Juhi Chawla, Shakti Kapoor, Ashish Vidyarthi",Suneel Darshan,family drama,nan,2001,Ek Rishtaa: The Bond of Love
"Sunny Deol, Preity Zinta, Om Puri, Jackie Shroff, Dara Singh",Raj Kanwar,"action, romance",nan,2001,Farz
"Sunny Deol, Amisha Patel, Amrish Puri, Lillete Dubey",Anil Sharma,"drama, war, romance, action",nan,2001,Gadar: Ek Prem Katha
"Jackie Shroff, Manisha Koirala, Anupama Verma",Shashilal K. Nair,romance,nan,2001,Grahan
"Jackie Shroff, Sharad Kapoor, Ayesha Jhulka",Thampi Kannanthanam,,nan,2001,Hadh: Life on the Edge of Death
"Fardeen Khan, Reema Sen, Apoorva Agnihotri",Agathiyan,romance,nan,2001,Hum Ho Gaye Aapke
"Sunny Deol, Shilpa Shetty, Danny Denzongpa",N. Maharajan,action,nan,2001,Indian
"Sunil Shetty, Pooja Batra",Sanjay Khanna,"action, drama, thriller",nan,2001,Ittefaq
"Sanjay Dutt, Govinda, Twinkle Khanna, Monica Bedi",David Dhawan,comedy,nan,2001,Jodi No.1
"Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor",Karan Johar,"drama, romance, family",nan,2001,Kabhi Khushi Kabhie Gham...
"Sunny Deol, Chunky Pandey",Shibu Mitra,action,nan,2001,Kasam
"Lisa Ray, Aftab Shivdasani, Divya Dutta",Vikram Bhatt,thriller,nan,2001,Kasoor
"Sunil Shetty, Kajol, Rishi Kapoor, Rati Agnihotri",Rahul Rawail,"comedy, drama",nan,2001,Kuch Khatti Kuch Meethi
"Govinda, Sushmita Sen, Anupam Kher, Ajith Vachani, Shahbaz Khan, Mohnish Bahl",David Dhawan,"comedy, romance",nan,2001,Kyo Kii Main Jhuth Nahin Bolta
"Aamir Khan, Gracy Singh, Rachel Shelley, Toby Stephens, Amin Gazi, Pradeep Rawat",Ashutosh Gowariker,"drama, musical, social",nan,2001,Lagaan: Once Upon a Time in India
"Manisha Koirala, Rekha, Madhuri Dixit, Jackie Shroff, Anil Kapoor, Mahima Chaudhry, Ajay Devgn",Rajkumar Santoshi,"drama, romance, musical, crime",nan,2001,Lajja
"Saif Ali Khan, Fardeen Khan, Aftab Shivdasani, Twinkle Khanna, Sonali Bendre",E. Niwas,comedy,nan,2001,Love Ke Liye Kuchh Bhi Karega
"Rishma Malik, Rohit Bal, Sonali Bendre",Kailash Surendranath,,nan,2001,Love You Hamesha
"Nitya Shetty, Mita Vasisht, Anant Nag",Digivijay Singh,drama,nan,2001,Maya
"Manisha Koirala, Arjun Rampal",Ashok Mehta,drama,nan,2001,Moksha
"Tusshar Kapoor, Kareena Kapoor, Rinke Khanna",Satish Kaushik,comedy,nan,2001,Mujhe Kucch Kehna Hai
"Naseeruddin Shah, Rekha, Arshad Warsi, Suman Ranganathan",Harry Baweja,"comedy, family",nan,2001,Mujhe Meri Biwi Se Bachaao
"Anil Kapoor, Rani Mukerji, Paresh Rawal, Amrish Puri, Johnny Lever",S. Shankar,drama,nan,2001,Nayak
"Sunil Shetty, Raveena Tandon",Naeem Sha,action,nan,2001,Officer
"Shah Rukh Khan, Juhi Chawla, Jackie Shroff",Shashilal K. Nair,"action, romance",nan,2001,One 2 Ka 4
"Karan Nath, Aarti Agarwal, Farhan Khan",Aruna Irani,romance,nan,2001,Paagalpan
"Suniel Shetty, Arjun Rampal, Aftab Shivdasani, Isha Koppikar, Kirti Reddy",Rajiv Rai,romance,nan,2001,Pyaar Ishq Aur Mohabbat
"Urmila Matondkar, Fardeen Khan, Sonali Kulkarni",Rajat Mukherjee,"drama, romance, thriller",nan,2001,Pyaar Tune Kya Kiya
"Vikas Kalantri, Ashima Bhalla, Mohnish Bahl, Asawari Joshi, Upasna Singh, Rajesh Khanna",Vijay Sadanah,"romance, thriller",nan,2001,Pyaar Zindagi Hai
"Neha, Jatin Grewal, Rajeshwari Sachdev",Prakash Jha,drama,nan,2001,Rahul
"Saif Ali Khan, Dia Mirza, R. Madhavan, Navin Nischol, Anupam Kher",Gautham Vasudev Menon,romance,nan,2001,Rehnaa Hai Terre Dil Mein
"Sahil Khan, Sharman Joshi, Riya Sen, Tara Deshpande",N. Chandra,romance,nan,2001,Style
Raza Murad,Dil Kumar,action,nan,2001,Tamboo Mein Bamoo
"Ajay Devgn, Sonali Bendre, Namrata Shirodkar",Mahesh Manjrekar,drama,nan,2001,Tera Mera Saath Rahen
"Imran Ahmed Khan, Sonali Khare, Neelu Kohli, Hiten Paintal",Sanjay Gadhvi,,nan,2001,Tere Liye
"Priyanshu Chatterjee, Himanshu Malik, Sandali Sinha, Rakesh Bapat, Manoj Pahwa",Anubhav Sinha,romance,nan,2001,Tum Bin
"Hrithik Roshan, Kareena Kapoor, Jackie Shroff, Amrish Puri",Subhash Ghai,"romance, drama",nan,2001,Yaadein
"Ajay Devgan, Madhuri Dixit, Preity Zinta, Sunny Deol",Deepak S. Shivdasani,drama,nan,2001,Yeh Raaste Hain Pyaar Ke
"Suniel Shetty, Mahima Chaudhry",Priyadarshan,drama,nan,2001,Yeh Teraa Ghar Yeh Meraa Ghar
"Amisha Patel, Jimmy Sheirgill",Tanuja Chandra,"romance, drama",nan,2001,Yeh Zindagi Ka Safar
"Karisma Kapoor, Rekha, Manoj Bajpai, Amrish Puri, Lilette Dubey",Shyam Benegal,drama,nan,2001,Zubeidaa
"Kasam Ali, Mithun Chakraborty",Imran Khalid,drama,nan,2000,Aaj Ka Ravan
"Raveena Tandon, Vivek Mushran",Ravi Rai,romance,nan,2000,Anjaane
"Sanjay Sharma, Arjun Chakraborty, Nayab Aftab",Anshul Singla,family,nan,2000,Anokha Moti
"Ishrat Ali, Shagufta Ali",Mohan Bhakri,thriller,nan,2000,Apradhi Kaun
"Tabu, Sachin Khedekar, Smita Jaykar, Mohnish Bahl",Mahesh Manjrekar,"drama, social",nan,2000,Astitva
"Sanjay Dutt, Manisha Koirala, Aditya Pancholi, Mahesh Anand, Inder Kumar",Rajesh Kumar Singh,action,nan,2000,Baaghi
"Bobby Deol, Rani Mukerji, Johnny Lever",Raj Kanwar,"action, drama",nan,2000,Badal
"Pooja Batra, Seema Biswas",Gopi Desai,"comedy, drama",nan,2000,Bas Yaari Rakho
"Nandita Das, Rahul Khanna",Jag Mundhra,drama,nan,2000,Bawandar
"Govinda, Rambha",T. Rama Rao,comedy,nan,2000,Beti No.1
"Dharmendra, Shakti Kapoor, Upasna Singh","Willy, Raja",action,nan,2000,Bhai Thakur
"Bobby Deol, Rani Mukerji, Malaika Arora",Guddu Dhanoa,action,nan,2000,Bichhoo
Mithun Chakraborty,Imran Khalid,action,nan,2000,Billa No. 786
"Rajinikanth, Rekha, Anil Kapoor, Raveena Tandon",T. Rama Rao,drama,nan,2000,Bulandi
"Sanjay Dutt, Salman Khan, Karisma Kapoor, Twinkle Khanna, Sonali Bendre, Shakti Kapoor, Dalip Tahil",David Dhawan,comedy,nan,2000,Chal Mere Bhai
"Sunny Deol, Manisha Koirala",Padam Kumar,"action, drama",nan,2000,Champion
"Ajay Devgn, Urmila Matondkar, Mahima Chaudhry",Harry Baweja,"action, romance",nan,2000,Deewane
"Abhishek Bachchan, Aishwarya Rai",Raj Kanwar,"romance, drama",nan,2000,Dhai Akshar Prem Ke
"Akshay Kumar, Sunil Shetty, Shilpa Shetty",Dharmesh Darshan,"romance, drama",nan,2000,Dhadkan
Rambha,,,nan,2000,Dil Ki Dhadkan
"Manoj Bajpai, Tabu, Gajraj Rao, Vijay Raaz, Aditya Srivastava, Kashmera Shah",Hansal Mehta,drama,nan,2000,Dil Pe Mat Le Yaar
"Mammootty, Sonali Kulkarni",Jabbar Patel,,nan,2000,Dr. Babasaheb Ambedkar
"Amar Babaria, Jaya Bachchan, Abhay Chandarana",,,nan,2000,Dr Mukta
"Salman Khan, Karisma Kapoor, Johnny Lever, Deepak Tijori, Kader Khan",David Dhawan,"comedy, romance",nan,2000,Dulhan Hum Le Jayenge
"Jaya Bachchan, Karisma Kapoor, Hrithik Roshan",Khalid Mohammed,"drama, family, thriller",nan,2000,Fiza
"Madhuri Dixit, Shabana Azmi, Shilpa Shirodkar, Naseeruddin Shah, Shah Rukh Khan",M. F. Hussain,drama,nan,2000,Gaja Gamini
"Juhi Chawla, Nana Patekar, Jackie Shroff",Mazhar Khan,crime,nan,2000,Gang
"Tabu, Manoj Bajpai, Arshad Warsi",Akashdeep,drama,nan,2000,Ghaath
"Govinda, Rani Mukerji",Manoj Agrawal,"comedy, romance",nan,2000,Hadh Kar Di Aapne
"Anil Kapoor, Aishwarya Rai, Sonali Bendre",Satish Kaushik,drama,nan,2000,Hamara Dil Aapke Paas Hai
"Salman Khan, Preity Zinta, Rani Mukerji, Shah Rukh Khan",Raj Kanwar,"comedy, drama, romance",nan,2000,Har Dil Jo Pyar Karega
"Shabana Azmi, Rajit Kapur, Rajeshwari Sachdev, Surekha Sikri, Nandita Das",Shyam Benegal,drama,nan,2000,Hari-Bhari
"Akshay Kumar, Suniel Shetty, Tabu, Paresh Rawal",Priyadarshan,comedy,nan,2000,Hera Pheri
"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Vasundhara Das, Hema Malini, Girish Karnad, Om Puri",Kamal Haasan,drama,nan,2000,Hey Ram
"Bobby Deol, Karisma Kapoor",Kundan Shah,"action, romance",nan,2000,Hum To Mohabbat Karega
Dharmendra,Kanti Shah,drama,nan,2000,Jallad No. 1
"Govinda, Sonali Bendre, Rinke Khanna, Shakti Kapoor",Mahesh Manjrekar,drama,nan,2000,Jis Desh Mein Ganga Rehta Hain
"Govinda, Twinkle Khanna",Shakeel Noorani,drama,nan,2000,Joru Ka Ghulam
"Shah Rukh Khan, Chandrachur Singh, Aishwarya Rai, Priya Gill, Sharad Kapoor",Mansoor Khan,"action, romance",nan,2000,Josh
"Sanjay Dutt, Shilpa Shetty, Raveena Tandon, Jackie Shroff",Sanjay Gupta,drama,nan,2000,Jung
"Urmila Matondkar, Fardeen Khan, Sunil Shetty",Ram Gopal Verma,romance,nan,2000,Jungle
,Ramesh U. Lakhiani,horror,nan,2000,Kabrastan
"Salman Khan, Rani Mukerji, Jackie Shroff, Raveena Tandon, Pooja Batra",K. Muralimohana Rao,"comedy, romance",nan,2000,Kahin Pyaar Na Ho Jaaye
"Hrithik Roshan, Amisha Patel, Mohnish Bahl, Anupam Kher",Rakesh Roshan,"romance, drama, musical, thriller",nan,2000,Kaho Naa... Pyaar Hai
"Atul Kulkarni, Yogita Deshmukh, Shilpa Navalkar",Amol Palekar,drama,nan,2000,Kairee
"Rishi Kapoor, Anil Kapoor, Juhi Chawla",Rakesh Roshan,drama,nan,2000,Karobaar: The Business of Love
"Kishore Anand Bhanushali, Mushtaq Khan, Anil Nagrath, Amit Pachori",Papu Bahruz,,nan,2000,Kharidaar
"Sanjay Dutt, Manisha Koirala, Simran Bagga",Sanjay Gupta,drama,nan,2000,Khauff
"Akshay Kumar, Mahima Chaudhry, Antara Mali",Neeraj Vora,"action, romance",nan,2000,Khiladi 420
"Suniel Shetty, Rambha",Ashok Honda,action,nan,2000,Krodh
"Govinda, Urmila Matondkar",David Dhawan,comedy,nan,2000,Kunwara
"Sanjay Dutt, Mahima Chaudhry",Mahesh Manjrekar,"action, romance",nan,2000,Kurukshetra
"Saif Ali Khan, Preity Zinta, Puneet Vashisht, Chandrachur Singh, Farida Jalal, Anupam Kher",Kundan Shah,"romance, drama",nan,2000,Kya Kehna
"Nishanth, Alok Nath, Beena Banerjee",Vijay Kondke,romance,nan,2000,Le Chal Apne Sang
"Sania Jhankar, Nimish Kathale, Sachin Khedekar, Mrinal Kulkarni",Shrabani Deodhar,,nan,2000,Lekroo
"Aamir Khan, Twinkle Khanna, Faisal Khan, Aishwarya Rai, Johny Lever",Dharmesh Darshan,drama,nan,2000,Mela
Dharmendra,Kanti Shah,drama,nan,2000,Meri Jung Ka Elaan
"Sanjay Dutt, Hrithik Roshan, Preity Zinta, Jackie Shroff, Puru Raaj Kumar, Sonali Kulkarni, Vineet Sharma, Ashok Banthia",Vidhu Vinod Chopra,"drama, war, thriller",nan,2000,Mission Kashmir
"Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai, Uday Chopra, Shamita Shetty, Jugal Hansraj, Kim Sharma, Jimmy Sheirgill, Preeti Jhangiani",Aditya Chopra,"drama, romance, musical, family",nan,2000,Mohabbatein
"Shivaji Satam, Reema Lagoo, Nisha Bains, Sunil Barve",Mahesh Manjrekar,drama,nan,2000,Nidaan
,Usha Ganesh Raja,animation,nan,2000,Pandavas: The Five Warriors
"Krishna Kumar, Nagma",K. Bhagyaraj,family,nan,2000,Papa the Great
"Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Johny Lever, Dalip Tahil, Satish Shah, Sharat Saxena",Aziz Mirza,"comedy, drama, romance, musical",nan,2000,Phir Bhi Dil Hai Hindustani
"Bryan Cranston, Edie Mirman, Tom Wyner, Richard Cansino",Yugo Sako,,nan,2000,The Prince of Light (dubbed)
"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar",Rajkumar Santoshi,drama,nan,2000,Pukar
"Manisha Koirala, Arvind Swamy",T.K. Rajeev Kumar,"comedy, musical",nan,2000,Raja Ko Rani Se Pyar Ho Gaya
"Ajay Devgn, Kajol, Johnny Lever, Rishi Kapoor, Sanjay Dutt, Tiku Talsania",Anil Devgan,comedy,nan,2000,Raju Chacha
"Abhishek Bachchan, Kareena Kapoor, Sunil Shetty, Jackie Shroff, Anupam Kher",J. P. Dutta,"drama, romance",nan,2000,Refugee
"Birbal, Dharmendra, Jack Gaud",Dilip Gulati,action,nan,2000,The Revenge: Geeta Mera Naam
"Nandita Das, Sharda Desoares, Arjun Raina, Rahul Vohra",Sabrina Dhawan,,nan,2000,Saanjh
"Abhishek Kapoor, Vikas Bhalla, Ayesha Jhulka, Anupam Kher",Bobby Raj,,nan,2000,Shikaar
"Govinda, Karisma Kapoor, Tabu",N. Chandra,"thriller, action, romance",nan,2000,Shikari
"Sohrab Ardeshir, Nikhil Chinappa, Makrand Deshpande, Vekeana Dhillon",Sunil Sippy,,nan,2000,Snip!
Vikas Anand,,action,nan,2000,Sultaan
"Tara Deshpande, Ellora Patnaik, Parvin Dabas, Gajendra Chouhan",Jay Prakash,,nan,2000,Tapish
"Milind Soman, Nana Patekar, Tabu, Shilpa Shetty",Esmayeel Shroff,"suspense, thriller",nan,2000,Tarkieb
"Abhishek Bachchan, Kirti Reddy, Sanjay Suri, Kader Khan",A. Muthu,romance,nan,2000,Tera Jadoo Chal Gayaa
"Raveena Tandon, Naseeruddin Shah, Rahul Roy, Shakti Kapoor",B.B. Bhalla,,nan,2000,Tune Mera Dil Le Liyaa
"Mita Vasisht, Milind Gunaji, Uttara Baokar, Abhiram Bhadkamkar",Sumitra Bhave–Sunil Sukthankar,,nan,2000,
"Jackie Shroff, Deepa Sahi",Ketan Mehta,"romance, crime",nan,1997,Aar Ya Paar
"Rekha, Om Puri",Basu Bhattacharya,drama,nan,1997,Aastha: In the Prison of Spring
"Bijaya Jena, Murali, Akshay Anand",Bijaya Jena,drama,nan,1997,Abhaas
"Akshay Kumar, Urmila Matondkar, Anupam Kher",Guddu Dhanoa,action,nan,1997,Aflatoon
"Dharmendra, Ravi Kishan, Mukesh Khanna",Raju Chauhan[1],action,nan,1997,Agnee Morcha
"Naseeruddin Shah, Govinda, Dimple Kapadia, Somy Ali",Amit Suryavanshi,action,nan,1997,Agnichakra
"Sharad Kapoor, Suman Ranganathan, Rohit Roy",Ashim Samanta,drama,nan,1997,Ankhon Mein Tum Ho
"Bobby Deol, Aishwarya Rai",Rahul Rawail,romance,nan,1997,Aur Pyaar Ho Gaya
"Salman Khan, Shilpa Shetty, Sanjay Kapoor, Johnny Lever",Sohail Khan,action,nan,1997,Auzaar
"Govinda, Ramya, Kader Khan",,comedy,nan,1997,Banarasi Babu
"Chandrachur Singh, Arshad Warsi, Anjala Zaveri",Rajesh Kumar Singh[2],,nan,1997,Betaabi
"Sunil Shetty, Sonali Bendre, Pooja Batra",Deepak Shivdasani,action,nan,1997,Bhai
"Samrat Mukerji, Manek Bedi, Shakti Kapoor",Sikander Bharti,action,nan,1997,Bhai Bhai
"Gajendra Chauhan, Anil Dhawan, Menaka",R. Mittal,horror,nan,1997,Bhayaanak Panja
"Sunny Deol, Sunil Shetty, Jackie Shroff, Akshaye Khanna, Pooja Bhatt, Tabu, Raakhee Gulzar",J. P. Dutta,war,nan,1997,Border
"Kamal Haasan, Tabu, Amrish Puri, Om Puri",Kamal Haasan,comedy,nan,1997,Chachi 420
"Sumanto Chattopadhyay, Nandini Ghosal",Kumar Shakami,drama,nan,1997,Char Adhyay
"Jeetendra, Somy Ali, Om Puri",Ambrish Sangal,thriller,nan,1997,Chupp
"Mithun Chakraborty, Ayub Khan",Arshad Khan,action,nan,1997,Daadagiri
"Akshay Kumar, Raveena Tandon, Divya Dutta",,"action, comedy, romance",nan,1997,Daava
"Kitu Gidwani, Bhaveen Ghosain",Rajan Khosa,drama,nan,1997,Dance of the Wind
"Kiron Kher, Tabu",Kalpana Lajmi,drama,nan,1997,Darmiyaan
"Sanjay Dutt, Urmila Matondkar, Manoj Bajpai, Paresh Rawal",Ram Gopal Varma,"romance, crime",nan,1997,Daud
"Anil Kapoor, Govinda, Juhi Chawla, Anupam Kher, Johnny Lever",David Dhawan,"romance, comedy",nan,1997,Deewana Mastana
"Manisha Koirala, Vikas Bhalla",Ashim Bhattacharya,romance,nan,1997,Dil Ke Jharoke Main
"Shahrukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar",Yash Chopra,"drama, romance, musical, comedy",nan,1997,Dil To Pagal Hai
"Raja Bherwani, Raageshwari Loomba, Alok Nath, Kiran Kumar",Ravi Rai,"romance, drama",nan,1997,Dil Kitna Nadan Hai
"Vinod Khanna, Sunil Shetty, Gautami",Sameer Malkan,action,nan,1997,Dhaal
