cast,director,genre,opening_date,opening_year,title
"Shashi Kapoor, Nanda, Manmohan Krishna",Krishan Chopra,romance family,nan,1961,Char Diwari
,Ram Narayan Gabale,,nan,1961,Chhatrapati Shivaji Maharaj
"Sunil Dutt, Asha Parekh",Hrishikesh Mukherjee,,nan,1961,Chhaya
"Mehmood, Ameeta, Minoo Mumtaz, Johnny Walker, R. D. Burman",S. A. Akbar,comedy romance,nan,1961,Chhote Nawab
"Ashok Kumar, K.N. Singh, Amirbai Karnataki, Nishi",Naresh Saigal,action,nan,1961,Dark Street
"Shashi Kapoor, Mala Sinha, Rehman, Nirupa Roy, Indrani Mukherjee",Yash Chopra,social family drama,nan,1961,Dharmputra
"Shakila, Helen, Abhi Bhattacharya, Om Prakash, Daisy Irani",Vishram Bedekar,family,nan,1961,Do Bhai
"Ashok Kumar, Sayeeda Khan, Helen",Ramesh Sharma,,nan,1961,Flat No. 9
"Rajendra Kumar, Asha Parekh, Lalita Pawar",S.S. Vasan,family drama,nan,1961,Gharana
"Dilip Kumar, Vyjayanthimala, Nazir Khan",Nitin Bose,drama action,nan,1961,Gunga Jumna
"Tanuja, Ashok Sharma",Kidar Sharma,romance drama,nan,1961,Hamari Yaad Aayegi
"Om Prakash, Mehmood, Pran, Bharathi, Kishore Kumar, Anwar, Mukri, Jankidas, Tun Tun",A. Bhimsingh,comedy,nan,1968,Sadhu Aur Shaitaan
,Shantaram Athavale,social,nan,1968,Sankat Mein Swasthya Aur Safai aka Health and Cleanliness in Crisis
"Raj Kapoor, Hema Malini, Tanuja, Jayant, Achala Sachdev, David, Durga Khote, Nadira, Roopesh Kumar, Satyen Kappu",Mahesh Kaul,drama,nan,1968,Sapno Ka Saudagar
"Nutan, Ashish Kumar, Mahesh Desai, Vijaya Chaudhary, Sulochana, Surendra, Ramesh Deo, Seema Deo, B. M. Vyas, Nayampally",Govind Saraiya,social drama,nan,1968,Saraswatichandra
"Dharmendra, Asha Parekh, Sanjeev Kumar, Rehman, Ramesh Deo, Johnny Walker, Helen, Manmohan, Bela Bose",Atma Ram,action mystery thriller,nan,1968,Shikar
"Kishore Kumar, Shahida, I. S. Johar, Murad, Veena, Meena Rai, Ram Avtar, Hiralal",Ram Dayal,comedy,nan,1968,Shrimanji
"Dev Kumar, Jayamala, K. N. Singh, Rajendra Nath, Lata Sinha, Madhumati",B. K. Adarsh,action spy thriller,nan,1968,Spy in Rome
"Jeetendra, Rajashree, Shabnam, Mehmood, Sulochana, Dhumal, Mehmood Jr., Laxmi Chhaya, Bipin Gupta, Parshuram",R. Bhattacharya,melodrama,nan,1968,Suhaag Raat
"Dilip Kumar, Vyjayanthimala, Balraj Sahni, Sanjeev Kumar, Iftekhar, Jayant, Durga Khote, Ulhas, Sapru, Deven Verma, Sulochana",Harnam Singh Rawail,drama,nan,1968,Sunghursh
"Azad, Indira, Shyam Kumar, Amar Ram Kumar, Ram Mohan, Kumud Tripathi, Nazir Kashmiri",Sushil Gupta,action fantasy,nan,1968,Tarzan In Fairyland
"Raj Gulshan, Nalini Chonkar, Sherry, Murad, Jeevankala, Heera Sawant, Kumud Tripathi",,fantasy,nan,1968,Tatar Ki Hasina
"Prithviraj Kapoor, Shashikala, Agha, Ramesh Deo, Lalita Pawar, Dhumal, Kanhaiyalal, Jagdeep","S. S. Balan, S. S. Vasan",family comedy,nan,1968,Teen Bahuraniyan
"Sailesh Kumar, Kumkum, Madan Puri, Indira Billi, Mohan Choti, Amarnath, W. M. Khan, Ram Mohan",Kewal Mishra,"murder, mystery action",nan,1968,Teri Talash Mein
"Raaj Kumar, Padmini, Biswajeet, Tiwari, Kumud Chhugani, Mukri, Sayeeda Khan, Rajendra Nath",T. Prakash Rao,social family drama,nan,1968,Vaasna
"Dara Singh, Nishi, Randhawa, Bela Bose, Daisy Irani, Amarnath, Tiwari, Amar, Tun Tun, Habib",Kamran,action war,nan,1968,Watan Se Door
"Shammi Kapoor, Sanjeev Kumar, Babita, Pran",K. Shanker,drama,nan,1969,Sachaai
"Manoj Kumar, Asha Parekh, Madan Puri, Shatrughan Sinha",Mohan Segal,drama,nan,1969,Sajan
"Sohrab Modi, Sailesh Kumar, Shahida, Mehtab, Aruna Irani, Helen",Sohrab Modi,social drama,nan,1969,Samay Bada Balwan
"Deb Mukherjee, Pradeep Kumar, Anjana Mumtaz, Sulochana Latkar",Ajoy Biswas,,nan,1969,Sambandh
"Dinesh Hingoo, Zeb Rehman,Arvind Pandya",Bhabubhai Mistry,,nan,1969,Sansar Leela
"Rakesh Pandey, A. K. Hangal, Dina Pathak",Basu Chatterjee,drama,nan,1969,Sara Aakash
"Dharmendra, Sanjeev Kumar",Hrishikesh Mukherjee,drama,nan,1969,Satyakam
"Sanjay Khan, Mumtaz, Kumud Chuggani, Rajendranath",Keval Misra,,nan,1969,Shart
"Rajendra Kumar, Waheeda Rehman, Mehmood",S. S. Vasan,spy thriller,nan,1969,Shatranj
"Hiralal, Mehmmod, Jugal Kishore",Jugal Kishore,,nan,1969,Simla Road
"Ashish Kumar, Amrit Patel,Jeevan Dhar",Sarad Desai,,nan,1969,Surya Devata
"Rajendra Kumar, Sharmila Tagore",O. P. Ralhan,drama,nan,1969,Talash
"Biswajeet, Mala Sinha, Shashikala, Nazima",Kolli Pratyagamat,drama,nan,1969,Tamanna
"Dharmendra, Jeetendra, Bindu",Ravikant Nagaich,spy thriller,nan,1969,The Gold Medal
"Dara Singh, Nishi, Helen, B. M. Vyas",Shriram Bohra,,nan,1969,Thief of Baghdad
"Dara Singh , Anita, Helen",Radhakanth,,nan,1969,Toofan
"Shammi Kapoor, Babita, Pran",Pramod Chakravorty,"romance, comedy",nan,1969,Tumse Achha Kaun Hai
"Jeetendra, Aparna Sen",Kewal P. Kashyap,drama,nan,1969,Vishwas
"Ajay Varekar, Alka",Satyen Bose,,nan,1969,Wapas
,Vishnu Mathur,,nan,1969,Wardrobe
"Jeetendra, Hema Malini, Mehmood, Aruna Irani, Prem Chopra, Nazima, David, Kamini Kaushal, Sudesh Kumar, Sunder, Sachin Pilgaonkar",Ramanna,family romance action,nan,1969,Waris
"Dharmendra, Sharmila Tagore",Brij Sadanah,drama,nan,1969,Yakeen
"Ruby Myers, Shahu Modak, Durga Khote",Ravindra Dave,,nan,1964,Tere Dwaar Khada Bhagwan
"Dara Singh, Mumtaz",Chandrakanth,epic,nan,1964,Veer Bhimsen
"Manoj Kumar, Sadhana, Prem Chopra,",Raj Khosla,horror,nan,1964,Woh Kaun Thi?
"Sunil Dutt, Nargis Dutt",Sunil Dutt,drama,nan,1964,Yaadein
"Joy Mukherjee, Asha Parekh",Pramod Chakravorty,drama,nan,1964,Ziddi
"Rajendra Kumar, Vyjayanthimala",Ramanand Sagar,drama,nan,1964,Zindagi
"P. Jairaj, Nirupa Roy, Indira Billi, Manju, Leela Mishra",Jagdish Gautam,historical biopic,nan,1963,Chandrasekhar Azad
"Mahipal, Ragini, Tiwari, Sunder, Manorama, Mariya",Nanabhai Bhatt,fantasy,nan,1963,Cobra Girl
"Sohan Kapila, Shyama, Shashikala",O. P. Dutta,action thriller,nan,1963,Commercial Pilot Officer
"Shivaji Ganesan, N. T. Rama Rao, Savitri",B. R. Panthulu,mythology,nan,1963,Daanveer Karan
"Sulochana Chatterjee, Master Anwar, Maruti Rao, Chaman Puri, Bhartendu, Dwarkadas",Harsukh Bhatt,children,nan,1963,Deepak
"Bhagwan, Naaz, Subiraj, Achala Sachdev, Helen, Madan Puri",Kalpataru,romantic drama,nan,1963,Dekha Pyar Tumhara
"Mahipal, Anita Guha, Krishna Kumari, Mukri, B. M. Vyas, Babu Raje",S. N. Tripathi,fantasy,nan,1963,Dev Kanya
"Rajendra Kumar, Meena Kumari, Raaj Kumar, Mehmood, Shobha Khote, Achala Sachdev",C. V. Sridhar,romantic triangle,nan,1963,Dil Ek Mandir
"Raj Kapoor, Nutan, Pran, Nazir Hussain, Leela Chitnis, Sabita Chatterjee, Manorama, Agha","C. L. Rawal, Pyare Lal Santoshi",romance,nan,1963,Dil Hi To Hai (1963 film)
"Raj Kapoor, Waheeda Rehman, Lalita Pawar, Sadhna Choudhary, Sulochana, Raj Kishore, Jagdish Raj, Tun Tun",R.C. Talwar,"family, romance drama",nan,1963,Ek Dil Sau Afsane
"Kishore Kumar, Jamuna, Pran, Lalita Pawar, Tun Tun, Mumtaz, Agha",Shakti Samanta,social family drama,nan,1963,Ek Raaz
"Dara Singh, Nishi, Helen, Naaz, Tiwari, Hiralal, Ram Singh",Harbans,fantasy,nan,1963,Ek Tha Alibaba
"Dara Singh, Mumtaz, Randhawa, Shyam Kumar, Kamran, Minu Mumtaz, Kamal Mehra",Mohammed Hussain,action,nan,1963,Faulad
"Mala Sinha, Rajendra Kumar, Usha Kiran, Madan Puri, Mumtaz, Tun Tun, Manmohan Krishna, Lalita Pawar, Sunder",O. P. Ralhan,romance crime drama,nan,1963,Gehra Daag
"Samar Roy, Krishna Kumari, Sheela Kashmiri, Indira Bansal, Maqbul, Habib",Akkoo,action,nan,1962,Deccan Queen
"Shammi Kapoor, Mala Sinha, Mehmood, Shubha Khote, Pran, Om Prakash, Manmohan Krishna, Mohan Choti, Ulhas, Mumtaz Begum",B. R. Panthulu,romantic drama,nan,1962,Dil Tera Diwana
"Vyjayanthimala, Manoj Kumar, Madan Puri, Prem Chopra, Mumtaz, Sunder, Helen, Nazir Hussain",Rajendra Bhatia,social family drama,nan,1962,Dr. Vidya
"Anant Kumar, Jaymala, B. M. Vyas, Naazi, Hiralal",B. K. Adarsh,devotional,nan,1962,Durga Pooja
"Sheikh Mukhtar, Shekhar, Sahira, Mukri, Nishi, Kumar",R. S. Tara,action,nan,1962,Dilli Ka Dada
"Sadhana, Joy Mukherjee, Malika, Rajendranath, Kamal Kapoor, Dhumal, Jagdish Raj",Raj Khosla,romantic drama,nan,1962,Ek Musafir Ek Hasina
"Sheikh Mukhtar, Naaz, Chandrashekhar, Sulochana, Madan Puri, Mohan Choti",Pramod Chakravorty,action,nan,1962,Gangu
"Ajit Khan, Nalini Jaywant, Johnny Walker, Shashi Raj, Geetanjali, Chand Burque",Ravindra Dave,romantic drama,nan,1962,Girls' Hostel
"Bharat Bhushan, Mala Sinha, David, Mukri, Murad, Nadira, Helen, Baby Farida",K. A. Abbas,social romantic drama,nan,1962,Gyara Hazar Ladkian
"Kishore Kumar, Madhubala, Pran, Shammi, Tun Tun, Manorama, Helen",B. Kalidas,romantic comedy,nan,1962,Half Ticket
"M. G. Ramachandran, B. Saroja Devi, P. Bhanumati",M. G. Ramachandran,,nan,1962,Hame Bhi Jeene Do
"Chaman Puri, Neena Chopra, Dubey, Master Raja",R. K. Sharma,children,nan,1962,Hamen Khelne Do
"Manoj Kumar, Mala Sinha, Om Prakash, Shashikala, Manmohan Krishna, Jagdeep, Surendra, Helen",Vijay Bhatt,romantic family drama,nan,1962,Hariyali Aur Rasta
"Rajan, Helen, Bela Bose, Sulochana, Jeevan, Tiwari, Murad",B J Patel,fantasy,nan,1962,Hawa Mahal
"Ashok Kumar, B. Saroja Devi, K. N. Singh, Om Prakash, Helen, Babu Rao, King Kong (wrestler)",Pachhi,action thriller,nan,1962,Hong Kong
"Ashok Kumar, Mehmood Shyama, Om Prakash, Sahira, K. N. Singh, Helen, Nazir Hussain",Shakti Samanta,socia family drama,nan,1962,Isi Ka Naam Duniya Hai
"Helen, Azad, Hiralal, Ram Kumar, Krishna Kumari",Aakkoo,fantasy,nan,1962,Jadoo Mahal
"Paresh Banerjee, Meera, Mirza Musharraf, Najma, Heera Sawant, Helen, V Panchotia, Sulbha Kataria",Vithaldas Panchotia,comedy drama,nan,1962,Jai Ho Mohabbat Ki
"P. Jairaj, Jabeen, Madhumalti, Helen, Maruti, Bela Bose, Tun Tun",Chandrakant,fantasy,nan,1962,Jadugar Daku
"Sunil Dutt, Vyjayantimala, Pran, Rajendranath, Sulochana, Tun Tun, Manmohan Krishna, Raj Mehra",K. Shankar,family drama,nan,1962,Jhoola
"Mahesh Desai, Sumitra Devi, Padmarani, Niranajan Sharma, Jeevan",Dhirubhai Desai,mythological,nan,1962,Kailashpati
"Manju, Amarnath, Madan Puri, Maruti, Sheela Kashmiri, Jeevankala, Sheikh",K. Vinod,action crime,nan,1962,Kala Chashma
"P. Jairaj, Chitra, Maruti, Hiralal, Tun Tun, Radhika",R. P. Ashk,action,nan,1962,Kala Samundar
"Dara Singh, Kumkum, Randhawa, King Kong (wrestler), Uma Dutt, Leela Mishra, Chandrashekhar, Kamal Mehra",Babubhai Mistri,action,nan,1962,King Kong
"Manoj Kumar, Ameeta, Sheila Ramani, I. S. Johar, Nirupa Roy, Lalita Pawar, Tarun Bose, Manmohan Krishna, Manorama, Leela Mishra",Lekhraj Bhakri,family drama,nan,1962,Maa Beta
"Dev Anand, Nanda, Sadhna",Amarjeet,drama family romance war,nan,1961,Hum Dono
"Shekhar, Sayeeda Khan, Jeevan, Agha",L.R. Asthana,drama family,nan,1961,Hum Matwaale Naujawaan
"Dev Anand, Asha Parekh, Pran",Nasir Hussain,romance,nan,1961,Jab Pyar Kisise Hota Hai
"Ranjan, Vijaya Choudhary, Jeevan",Radhakant,fantasy,nan,1961,Jadoo Nagri
"Jayshree Gadkar, Manhar Desai, Lata Sinha, Veena",Dhirubhai Desai,mythology,nan,1961,Jai Bhawani
"Nirupa Roy, Jairaj, Bipin Gupta",Jaswant Jhaveri,drama history,nan,1961,Jai Chittor
"Kishore Kumar, Madhubala, Anoop Kumar, Chanchal",Shanker Mukherjee,romance drama,nan,1961,Jhumroo
"Shammi Kapoor, Saira Banu, Anoop Kumar, Lalita Pawar, Azra",Subodh Mukherjee,romance,nan,1961,Junglee
"Balraj Sahni, Usha Kiran, Sonu, Baby Farida",Hemen Gupta,drama,nan,1961,Kabuliwala
"Kishore Kumar, Kumkum, Anoop Kumar, Shashikala",Mohan Sehgal,"comedy, crime",nan,1961,Karorepati
"Manoj Kumar, Sayeeda Khan, Tarun Bose, Shubha Khote",H. S. Rawail,drama family,nan,1961,Kanch Ki Gudiya
"Ranjan, Jabeen, Shammi, Sunder, Tiwari",B.J. Patel,action,nan,1961,Khiladi
"Manhar Desai, Ajit, Nalini Chonker",J. Trivedi,fantasy,nan,1961,Madan Manjri
"Udaykumar, B. Saroja Devi",M. A. Thirumugam,drama,nan,1961,Mahavat[2]
"Ajit, Ameeta, Lalita Pawar, Helen",Dharam Kumar,family drama,nan,1961,Main Aur Mera Bhai
"Anant Kumar, Dhumal, Asha",Radhakant M Thakur,social,nan,1961,Matlabi Duniya
"Dev Anand, Mala Sinha",D.D. Kashyap,drama crime romance,nan,1961,Maya
"Tanuja, Keysi Mehra, Lalita Pawar, Jayant, David",Hrishikesh Mukherjee,drama,nan,1961,Memdidi
"Nazima, Kanta Rao",Hunsur Krishnamurthy,family drama,nan,1961,Mera Suhaag
"Pradeep Kumar, Sayeeda Khan, Madan Puri, Iftekhar, Helen",R. Bhattacharya,family drama,nan,1961,Modern Girl
"Geeta Bali, I. S. Johar, Helen, Feroz Khan",G.P. Sippy,"comedy, crime",nan,1961,Mr. India
"Chitra, Asgar, Manju",Nari Ghadiali,,nan,1961,Murad
"Raj Kapoor, Vyjayanthimala Gemini Ganesan, Usha Kiran",Sridhar,family drama,nan,1961,Nazrana
"Sheikh Mukhtiar, Sudhir, Nazima, Mukri, Helen, Sulochana.",Aspi Irani,,nan,1961,Oomar Qaid
"Ajit, B. Saroja Devi, Lalita Pawar",P.L. Santoshi,crime thriller romance,nan,1961,Opera House
"Pradeep Kumar, Madhubala, K.N. Singh",Pramod Chakravorty,thriller,nan,1961,Passport
"Ajit, Nalini Jaywant, Nishi, Johnny Walker, B. M. Vyas, Leela Mishra, Sapru, Randhir, Cuckoo, Gajanan Jagirdar, Chaman Puri, Jagdish Sethi",Ramesh Saigal,fantasy costume drama,nan,1956,26 January
"Guru Dutt, Waheeda Rehman, Shashikala, Johnny Walker",Pramod Chakravorty,suspense romance,nan,1958,12 O'Clock
"Rehman, Ameeta, Chand Usmani, Leela Mishra, Badri Prasad",O. P. Dutta,family drama,nan,1959,Aangan
"Sivaji Ganesan, Padmini, Ragini, Raja Sulochana",A. Bhimsingh,family drama,nan,1960,Aai Phirse Bahar
"Prem Adib, Bhagwan, Sulochana, Daisy Irani, Bimla Kumari, Amirbai Karnataki, Manorama, Ratnamala, Rajan Haksar",Chandrakant,social,nan,1957,Aadhi Roti
"Ajit, Chitra, Bipin Gupta, Manmohan Krishan, Sunder, Leela Chitnis",Leela Chitnis,social,nan,1955,Aaj Ki Baat
"Nimmi, Kuldip Kaur, Raj Kumari, Lalita Pawar, Tiwari, Iftekhar",Hasrat Luckhnavi,social,nan,1953,Aabshar
"Guru Dutt, Shyama, Johnny Walker, Jagdish Sethi, Jagdeep, Tun Tun, Bir Sakuja",Guru Dutt,romance drama,nan,1954,Aar Paar
"Manoj Kumar, Rajshree, Savitri, Mehmood, Shyama, Johnny Walker, Lalita Pawar",Kishore Sahu,family drama,nan,1963,Ghar Basake Dekho
"Raaj Kumar, Kamini Kaushal, Manhar Desai, Shashikala, Madan Puri, Shobha Khote, Mehmood, Tun Tun",Trilok Jetley,family drama,nan,1963,Godaan
"Ashok Kumar, Nirupa Roy, Manoj Kumar, Rajshree, Soodesh Kumar, Shobha Khote, Mehmood",Kishore Sahu,family drama,nan,1963,Grahasti
"P. Jairaj, Nishi, Sulochana Chatterjee, Sunder, Tiwari, Maruti, Sapru, Naaz",Jugal Kishore,family,nan,1963,Gul-e-Bakavali
"Sunil Dutt, Mala Sinha, Ashok Kumar, Shashikala, Rehman, Nana Palsikar",B. R. Chopra,romantic drama,nan,1963,Gumrah
"Rajendra Kumar, Jamuna, Shobha Khote, Mehmood, O. P. Ralhan, Lalita Pawar",T. Prakash Rao,romantic melodrama,nan,1963,Hamrahi
"Prithviraj Kapoor, Jaymala, Babloo, Helen, B. M. Vyas, Ulhas, Tiwari, Babu Raje",B. K. Adarsh,mythology,nan,1963,Harishchandra Taramati
"Shashi Kapoor, Vijaya Chaudhary, Shashikala, Laxmi Chhaya, Ulhas, Rajendranath, Dhumal, Sulochana Chatterjee, Jeevankala, Heera Sawant, Nazir Kashmiri",P. L. Santoshi,romantic comedy,nan,1963,Holiday in Bombay
"Shashi Kapoor, Leela Naidu, Jennifer Kendal, Pahari Sanyal, Durga Khote, Achala Sachdev, Harindranath Chattopadhyay, Jabeen Jalil",James Ivory,family drama,nan,1963,The Householder
"Pradeep Kumar, Geeta Bali, Agha, Vijayalaxmi, Dulari, Sunder, Shammi Kapoor, Shashi Kapoor, Mohan Choti, Tun Tun",Kedar Kapoor,romantic drama,nan,1963,Jab Se Tumhe Dekha Hai
"Indira Bansal, Shyam Kumar, Swaroop, Raj Rani, Maruti",S. Pal,action adventure,nan,1963,Jungle Boy
"Azad, Madhu, Heera Sawant, Samson, Babu Raje",Vishwanath,action adventure,nan,1963,Junglee Raja
"Ajit, Helen, Jayant, Indira Bansal, Salim Khan, Samson, Mukri, W. M. Khan, Ulhas",K. Amarnath,action,nan,1963,Kabli Khan
"Azad, Mehroo, Bhagwan, Heera, Sawant, Ram Rasila, Gulab",Ram Rasila,action,nan,1962,Madam Zapatta
"Azad, Nadira, Helen, Bhagwan, Sheikh, Tiwari",Aakkoo,action,nan,1962,Madam Zorro
"Sunil Dutt, Meena Kumari, Babloo, Jagirdar, Nana Palsikar, Mohan Choti, Helen, Raj Mehra",A. Bhim Singh,social family drama,nan,1962,Main Chup Rahungi
"I. S. Johar, Sayeeda Khan, Tabassum, Praveen Choudhary, Mumtaz, Malika, Durga Khote, Feroze Khan, Rajendra Nath",Roop K. Shorey,comedy,nan,1962,Main Shadi Karne Chala
"Chandrashekhar, Sangeeta, Kesari, Bela Bose, Radheshyam",Viren Dablish,action romance,nan,1962,Mall Road
"Kishore Kumar, Sadhana, Pran, Achala Sachdev, Naaz, Om Prakash, Mukri, Leela Chitnis","R. Krishnan, S. Panju",family drama,nan,1962,Man-Mauji
"Ranjan, Chitra, Manhar Desai, Krishna Kumari, Radhika",Babubhai Mistry,fantasy,nan,1962,Maya Jaal
"Shashi Kapoor, Nanda, Ashok Kumar, Achala Sachdev, Mridula",Suraj Prakash,"romance, family drama",nan,1962,Mehndi Lagi Mere Hath
"M. G. Ramachandran, Padmini, Raja Sulochana, Kumud Tripathi",A S A Swami,family drama,nan,1962,Meri Bahen
"Mahipal, Anjali Devi, Shashikala, B. M. Vyas, Leela Chitnis, Niranajan Sharma",Shantilal Soni,fantasy,nan,1962,Naag Devta
"Ashok Kumar, Manoj Kumar, Shakila, K. N. Singh, Kamal Kapoor, Indira Billi, Shammi",Tara Harish,family drama,nan,1962,Nakli Nawab
"Kishore Kumar, Kalpana, Sulochana, Om Prakash, Madan Puri, Sunder",Shakti Samanta,romantic comedy,nan,1962,Naughty Boy
"Ajit, Shakeela, Helen, Johnny Walker, Tiwari, Tun Tun, Raj Mehra, Shetty",Ved Mohan,"romance, thriller",nan,1962,Neeli Aankhen
"Premnath, Mumtaz, Achala Sachdev, Iftekhar, Bhagwan",Attaulla Khan,action,nan,1962,Pathan
"Shashi Kapoor, Sadhana, Chand Usmani, Rajendra Nath, Seema Deo, Parveen Choudhary, Satyen Kappu",Bimal Roy,social romance drama,nan,1962,Prempatra
"Ashok Kumar, Jayshree Gadkar, Raja Gowswami, Umakant, Mohan Choti, Purnima, N. A. Ansari",Chander,action drama,nan,1962,Private Secretary
"Shammi Kapoor, Kalpana, Salim, Parveen Choudhary, Lalita Pawar, Iftekhar, Tun Tun, Pratima Devi",Lekh Tandon,romantic comedy,nan,1962,Professor
"Sujit Kumar, Simi Garewal, Abhi Bhattacharya, Shyama, Sulochana, K. N. Singh, Agha, Mohan Choti",Bolton Ci Nagi,thriller,nan,1962,Raaz Ki Baat
"Mehmood, Leela Mishra Ameeta,Malka,Niranjan Sharma,Uma Khosla, Agha, Jeevan, David",Harsukh Jagneshwar Bhatt,"romance, comedy",nan,1961,Pyaase Panchhi
"Rajendra Kumar, Meena Kumari, Madan Puri",Devendra Goel,"romance, drama",nan,1961,Pyaar Ka Saagar
"Ameeta, Sudesh Kumar, Shubha Khote, Mohan Choti, Helen",P.L. Santoshi,romance,nan,1961,Pyaar Ki Dastan
"Honey Irani, Shrikant, Nishi, Manmohan Krishna",Mahesh Kaul,drama family,nan,1961,Pyaar Ki Pyaas
"Abhi Bhattacharya, Jayshree T, Shahu Modak, Leela Chitnis, Tiwari, Anil Kumar, Tun Tun",Chandrakant,mythological,nan,1961,Ram Lila
"Nirupa Roy, Kamran, Jairaj, Agha, Madhumati",Devendra Goel,historical romance,nan,1961,Razia Sultana
"Manoj Kumar, Shakila, Kamal Kapoor, K. N. Singh, Helen",Harsukh Jagneshwar Bhatt,romance,nan,1961,Reshmi Rumal
"Dev Anand, Waheeda Rehman, Jeevan, Sunder",Harnam Singh Rawail,romance,nan,1961,Roop Ki Rani Choron Ka Raja
"Nasir Khan, Nigar Sultana, Helen, Chitra, Madan Puri",Shreeram,family drama,nan,1961,Saaya
"Kumkum, Subbi Raj, K. N. Singh",Kalpataru,"thriller, action, romance",nan,1961,Salaam Memsaab
"Mahipal, Anita Guha, Achala Sachdev, Lalita Pawar, Badri Prasad",Babubhai Mistry,mythological,nan,1961,Sampoorna Ramayana
"Pradeep Kumar, Anita Guha, Shubha Khote, Om Prakash",Pramod Chakravorty,drama social family,nan,1961,Sanjog
"Ranjan, Jeevan Kala, Tiwari",B. J. Patel,,nan,1961,Sapera
"Balraj Sahni, Geeta Bali, Chandrashekhar, Kamini Kadam",Kedar Kapoor,romance drama,nan,1961,Sapne Suhane
"Premnath, Shyama, Jankidas, Azra",Prakash Chabra,crime action drama,nan,1961,Sara Jahan Hamara
"Sudesh Kumar, Jayshree Gadkar",Dhirubai Desai,,nan,1961,Saranga
"Rajendra Kumar, B. Saroja Devi, Mehmood, Shubha Khote, Dhumal",T. Prakash Rao,family drama,nan,1961,Sasural
"Jamuna, G. Varalaxmi",Prakash Rao,mythological,nan,1961,Sati Renuka
"Anjali Devi, Gemini Ganesan, Kamla Laxman, M. N. Nambiar.",G. K. Ramu,drama,nan,1961,Saugandh
,Phani Majumdar,children's film,nan,1961,Savitri
"Prithviraj Kapoor, Nalini Jaywant",Kedar Kapoor,costume drama,nan,1961,Senapati
"Krishna Kumari, Kamran",K. Anand,action,nan,1961,Shahi Farman
"Nimmi, Suraiya, Vijay Dutt",Lekhraj Bhakri,social drama,nan,1961,Shama
"Dharmendra, Tarla",Ramesh Saigal,romance drama,nan,1961,Shola Aur Shabnam
"Kumkum, Purnima, Suresh, Anwar, Bhagwan, Helen",Bhagwan,musical,nan,1961,Shola Jo Bhadke
"V. Shantaram, Sandhya, Rajshree",V. Shantaram,drama,nan,1961,Stree
"Balraj Sahni, Mala Sinha, Manoj Kumar",Krishanan Panju,family social drama,nan,1961,Suhag Sindoor
"Karan Dewan, Usha Kiran, Purnima, Jagirdar",Ram Narayan Gabale,,nan,1961,Tanhai
"Chandana Banerjee, Anil Chatterjee, Kali Banerjee, Kumar Roy, Soumitra Chatterjee, Aparna Sen, Gita Dey",Satyajit Ray,anthology film,nan,1961,Teen Kanya: Tales of Three girls (Bengali)
"Suresh, Ameeta, Shammi, Honey Irani",Nanabhai Bhatt,action crime drama,nan,1961,Teen Ustad
"Sheikh Mukhtar, Kumkum, Chandrashekhar, Madan Puri",Romey Dey,action drama,nan,1961,Tel Malish Boot Polish
"Vijay Kumar, Sayeeda Khan",Nisar Ahmad Ansari,action,nan,1961,Wanted
"Ashok Kumar, Raaj Kumar, Shakila, Dhumal",Kedar Kapoor,action,nan,1961,Warrant
"Chand Usmani, Nadira, Indira Billi, Bhagwan, Helen",R. S. Rahi,"adventure, costume drama",nan,1961,Wazir-e-Azam
"Mahipal, Shyama, Chitra",Homi Wadia,costume drama,nan,1961,Zabak
"Hercules, Neeta, Rajrani",Sultan,"fantasy, action",nan,1961,Zalim Jadugar
"Charlie, Chand Usmani, Naina, Iftekhar, Bhagwan, Helen",Jayant Desai,social,nan,1961,Zamana Badal Gaya
"Meena Kumari, Rajendra Kumar, Jayant, Agha, Naaz, Pratima Devi, Jeevankala",S. Banerjee,romantic melodrama,nan,1961,Zindagi aur Khwab
"Kamini Kaushal, Kishore Kumar, Smriti Biswas, Amir Bano, Madan Puri, Achala Sachdev, Roopmala, Tun Tun, Joginder Singh Lal",Chaturbhuj Doshi,romance,nan,1956,Aabroo
"Ajit, Nalini Jaywant, Usha Kiran, Pran, Mahipal, Manmohan Krishna, Ulhas, Niranjan Sharma",D. D. Kashyap,drama action,nan,1956,Aan Baan
"Anita Guha, M. Rajan, Shammi, Helen, W. M. Khan, Amar, Chaman Puri, Raj Mehra",Ved Madan,costume action,nan,1956,Aankh Ka Nasha
"Shahu Modak, Paro Devi, Meenakshi, B. M. Vyas, Praveen Paul",S. P. Kalla,devotional,nan,1956,Aastik
"Daljeet, Chitra, Tiwari, Niranjan Sharma, Minu Mumtaz, W. M. Khan, Heera Sawant, Maruti, Rajan Haksar",Nanubhai Vakil,costume action,nan,1956,Alam Ara
"P. Jairaj, Nirupa Roy, Veena, Murad, Sapru, Minu Mumtaz, Ratnamala, Yashodhara Katju, Sunder, Helen",Jaswant Zaveri,historical,nan,1956,Amarsingh Rathaur
"Vyjayantimala, Pradeep Kumar, Premnath, Jeevan, Mubarak, Johnny Walker, Shammi, Amar, Helen, Raj Mehra, Ram Avtar",M. Sadiq,romance drama,nan,1956,Anjaan
"Mukesh, Usha Kiran, Pratima Devi, Tun Tun, Shivraj, Mridula",Madhusadan,social,nan,1956,Anuraag
